GroupID	iscen	GroupPos	GroupM200
			162742720000000.0
434.0	1.0	[125506.32   47685.113  20550.5  ]	154801710000000.0
253.0	1.0	[89194.04  70363.01  29368.652]	163859300000000.0
177.0	1.0	[171215.77   19877.238 162931.89 ]	173127850000000.0
51.0	1.0	[ 85559.97 135351.97 197523.52]	152895570000000.0
240.0	1.0	[201304.78  70971.06  85538.77]	183455800000000.0
1595.0	1.0	[181932.98   78245.15   13410.287]	112941215000000.0
1114.0	0.0	[200596.89 195544.4  102626.86]	128181140000000.0
41.0	1.0	[93485.695   1650.5718 52373.99  ]	148736480000000.0
7092.0	1.0	[145583.53 136510.89  75752.04]	137337300000000.0
547.0	1.0	[ 80516.34  110326.54   89639.664]	150488370000000.0
217.0	1.0	[161810.45  45378.72  77787.18]	142675000000000.0
			117365015000000.0
271.0	1.0	[114402.4  146836.11  74743.69]	156103640000000.0
779.0	1.0	[ 61226.395  90641.43  103475.75 ]	182627710000000.0
192.0	1.0	[198742.11   50283.895  47842.47 ]	107746024000000.0
466.0	1.0	[100418.18 157514.61 153359.45]	136576880000000.0
566.0	1.0	[158658.08  148512.92    4518.222]	144609840000000.0
1572.0	1.0	[ 52785.48  87876.96 121092.44]	118919150000000.0
629.0	1.0	[ 80152.93 192928.14 121524.86]	164069610000000.0
31.0	1.0	[ 59616.89  127174.85   69216.266]	142160530000000.0
1000.0	1.0	[ 48301.52 111088.17 186876.7 ]	106295365000000.0
34.0	1.0	[149675.   134052.38  60828.13]	156477500000000.0
125.0	1.0	[199461.89 107597.77  32174.34]	129208070000000.0
390.0	1.0	[100982.32  81657.01  60596.49]	118452360000000.0
740.0	1.0	[129908.625 106101.13   83615.95 ]	148659870000000.0
3050.0	1.0	[134103.9    20243.395 141133.14 ]	138183510000000.0
39.0	1.0	[  7812.032 173140.19   82416.99 ]	138800210000000.0
189.0	1.0	[ 20659.236  11057.107 202335.69 ]	133830540000000.0
160.0	1.0	[57539.195 88406.68  14018.359]	122852950000000.0
435.0	0.0	[165208.28  51004.82 160903.12]	117471510000000.0
224.0	1.0	[150018.34   66568.984  78725.3  ]	151025660000000.0
1106.0	1.0	[ 12597.878  90923.5   196114.3  ]	158652520000000.0
16107.0	1.0	[117659.35   34615.367 167921.8  ]	165268920000000.0
340.0	1.0	[ 37454.59  86317.85 159124.89]	106813580000000.0
472.0	1.0	[ 95753.484 144083.39   37783.16 ]	115317150000000.0
1559.0	1.0	[  8271.664 122190.27  187494.72 ]	136998895000000.0
382.0	0.0	[ 49558.055  88161.88  203333.61 ]	129193660000000.0
194.0	1.0	[166297.89  95387.13  37807.29]	129321415000000.0
925.0	1.0	[ 72839.09  82559.12 119507.28]	116116790000000.0
234.0	1.0	[ 43107.555 182057.17   66154.47 ]	138947200000000.0
291.0	1.0	[  3776.8428 107314.414   23977.373 ]	116181470000000.0
1978.0	1.0	[196864.5    58305.777 106491.62 ]	127733066000000.0
112.0	0.0	[120722.77  93603.59  91041.35]	144810090000000.0
1075.0	1.0	[172916.16   53207.797  61457.4  ]	121661836000000.0
			128017600000000.0
72.0	1.0	[187988.88  71274.17 172342.95]	122974580000000.0
621.0	1.0	[30051.203 93490.93  11256.294]	126042230000000.0
71.0	0.0	[41651.13  21484.81  50779.523]	131011845000000.0
858.0	0.0	[103887.56  121866.445  86078.8  ]	122311780000000.0
259.0	1.0	[ 72589.29  96987.59 157580.77]	128242100000000.0
77.0	1.0	[204526.55 196476.12 201986.86]	114129840000000.0
837.0	1.0	[72677.414 50788.75  43274.28 ]	121109320000000.0
662.0	1.0	[144062.08   62291.043 160779.97 ]	104807805000000.0
238.0	1.0	[157635.4   129625.59   14481.908]	144828500000000.0
1769.0	1.0	[161974.95 171945.31  34768.29]	134836360000000.0
251.0	0.0	[115636.734  24282.896 124164.11 ]	121593210000000.0
89.0	1.0	[ 34312.1  171798.97  37878.42]	138538990000000.0
1047.0	0.0	[147976.47 193831.14 146166.16]	146538930000000.0
5953.0	1.0	[ 14716.922   16030.0205 128009.51  ]	160051120000000.0
336.0	1.0	[129036.5  173788.11  74073.16]	124389475000000.0
1122.0	1.0	[11422.812 52660.65  80692.875]	111531140000000.0
193.0	1.0	[ 55213.13   51990.367 153869.6  ]	113186666000000.0
703.0	1.0	[ 47608.12   76859.445 152602.08 ]	116610620000000.0
500.0	1.0	[47179.023 80226.46  36690.55 ]	109316430000000.0
23763.0	1.0	[143851.34   47820.406  61942.926]	117173380000000.0
906.0	1.0	[121364.54   30358.45   18780.887]	124116800000000.0
5168.0	1.0	[ 10108.805 175510.69  117993.9  ]	116268910000000.0
355.0	1.0	[ 69637.14   10354.817 188524.66 ]	131623660000000.0
277.0	1.0	[58813.98  29605.291 44450.605]	105788100000000.0
206.0	1.0	[134109.52  78230.2   14091.42]	113038210000000.0
129.0	1.0	[116910.71 190891.53 130941.88]	119521040000000.0
633.0	1.0	[185845.69   29583.512 191010.62 ]	118042590000000.0
1089.0	1.0	[150426.9   74539.31 131546.36]	123567070000000.0
239.0	1.0	[101790.99  90471.81  65240.58]	110979650000000.0
149.0	1.0	[121624.33  83246.97 175069.48]	107881320000000.0
1136.0	1.0	[178178.23  30676.45 152141.7 ]	125519060000000.0
1478.0	1.0	[   506.45398 102869.63    200984.38   ]	121995635000000.0
287.0	1.0	[ 15319.687   5661.908 156393.   ]	114313600000000.0
344.0	1.0	[117666.02 134784.94 176069.03]	112847260000000.0
12091.0	1.0	[178224.5    119230.516     712.6444]	103206850000000.0
530.0	1.0	[134961.4  161698.52 186027.25]	116867450000000.0
135.0	1.0	[ 17447.268 114676.75  137485.86 ]	103605214000000.0
97.0	1.0	[182212.84  132868.53   53414.113]	116946104000000.0
1809.0	1.0	[183279.4  116626.99 188160.58]	101806865000000.0
9315.0	1.0	[ 87798.664 200622.02   45793.344]	101358330000000.0
2637.0	1.0	[142706.23   21584.79  122908.445]	111056974000000.0
11864.0	1.0	[36176.582 98490.48  46497.45 ]	126265110000000.0
503.0	1.0	[ 85468.78 120929.93  79358.89]	104744820000000.0
249.0	1.0	[43895.613 98034.72  36399.18 ]	100861290000000.0
2971.0	1.0	[139560.52  42526.96 116413.01]	106887040000000.0
52.0	1.0	[ 72002.06  176895.1    50178.816]	111711850000000.0
509.0	1.0	[166390.97   24291.992  39494.793]	120271570000000.0
3674.0	1.0	[ 34875.32  88915.49 147581.22]	118847880000000.0
210.0	1.0	[178263.86 106155.4  202773.81]	102168360000000.0
1721.0	1.0	[101973.35  152349.69  122851.336]	109812230000000.0
1373.0	1.0	[140375.97  63273.47  73087.42]	131206410000000.0
902.0	0.0	[ 74120.16 200707.48  78225.21]	113904630000000.0
451.0	1.0	[ 23496.305 171458.8   120946.18 ]	106871900000000.0
55.0	1.0	[51579.004 61920.668 15997.892]	100814080000000.0
690.0	1.0	[56147.895 12177.618 69128.336]	115491000000000.0
157.0	1.0	[ 51110.95   52233.008 203730.11 ]	100322040000000.0
553.0	0.0	[125550.35  84025.97 180280.78]	108280250000000.0
6677.0	1.0	[140589.88 165944.38 175589.02]	125426610000000.0
634.0	1.0	[ 88734.336  16758.512 104743.15 ]	106752690000000.0
917.0	0.0	[182008.84 184114.22 166818.52]	106751430000000.0
1738.0	1.0	[197673.     16994.252  66210.58 ]	108786650000000.0
108.0	1.0	[ 52430.74 187302.89  87776.29]	100631760000000.0
791.0	1.0	[ 25445.814 178820.1   126183.88 ]	100990430000000.0
144.0	1.0	[ 24719.068 124971.58   10681.128]	102281830000000.0
657.0	1.0	[164539.6   123234.87   45169.055]	106644210000000.0
1070.0	1.0	[11233.831 45903.88  89113.734]	116380150000000.0
142.0	1.0	[ 25797.95  181715.36   37697.812]	108471880000000.0
611.0	0.0	[109535.85  104269.414 136183.9  ]	107388270000000.0
299.0	1.0	[110719.6    47763.484 176025.92 ]	104113520000000.0
126.0	1.0	[ 53662.38 202742.03 136717.62]	101111640000000.0
379.0	1.0	[192031.77 196139.52  47997.82]	114998090000000.0
250.0	1.0	[133467.2  159757.92 121318.73]	105406020000000.0
416.0	1.0	[87385.695 73690.96  86662.5  ]	104674970000000.0
460.0	1.0	[154619.45  125220.17   52596.836]	105982210000000.0
3401.0	0.0	[61841.598 22894.365 22545.867]	101777600000000.0
